function	sequence	Plate1_1136R_RL_F_S5_week10_S58_L001	Plate1_1136R_R_F_S5_week10_S57_L001	Plate1_2518R_L_M_S5_week10_S61_L001	Plate1_2518R_R_M_S5_week10_S62_L001	Plate1_3752R_0_F_S5_week10_S59_L001	Plate1_3752R_L_F_S5_week10_S60_L001	Plate1_3893R_RL_M_S5_week10_S64_L001	Plate1_3893R_R_M_S5_week10_S63_L001	Plate2_096R_0_M_S5_week9_S74_L001	Plate2_1060R_L_M_S5_week9_S75_L001	Plate2_1076R_0_M_S5_week9_S76_L001	Plate2_1136R_0_F_S5_week9_S69_L001	Plate2_2402R_0_F_S5_week9_S70_L001	Plate2_2433R_0_F_S5_week9_S71_L001	Plate2_2475R_0_M_S5_week9_S77_L001	Plate2_2518R_0_M_S5_week9_S78_L001	Plate2_3924R_L_F_S5_week9_S72_L001	Plate2_3929R_0_F_S5_week9_S73_L001	Plate3_096R_0_M_S5_week5_S4_L001	Plate3_2402R_R_F_S5_Pellet_week9_S5_L001	Plate3_2475R_RL_M_S5_Pellet_week9_S6_L001	Plate4_1060R_L_M_S5_week5_S12_L001	Plate4_1076R_0_M_S5_week5_S13_L001	Plate4_1136R_0_F_S5_week5_S14_L001	Plate4_2402R_0_F_S5_week5_S15_L001	Plate4_2402R_R_F_S5_week5_S16_L001	Plate4_2433R_0_F_S5_week5_S17_L001	Plate4_2475R_0_M_S5_week5_S18_L001	Plate4_2475R_RL_M_S5_week5_S19_L001	Plate4_2518R_0_M_S5_week5_S20_L001	Plate4_3924R_L_F_S5_week5_S21_L001	Plate4_3929R_0_F_S5_week5_S22_L001
EC:1.1.1.94	ASVp1_171	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_18	182.86	162.0	222.57	209.57	253.14	270.0	199.71	198.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_19	372.14	332.86	452.43	432.14	472.43	495.57	421.29	434.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_2	398.14	461.86	495.71	450.71	379.0	311.14	426.29	465.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_20	1766.0	1451.0	2053.0	1708.0	1664.0	1766.0	1681.0	2071.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_22	208.0	175.57	225.29	214.0	247.86	264.71	197.71	227.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_27	44.33	51.67	44.33	48.67	46.33	39.67	41.33	40.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_29	198.67	202.33	195.0	177.0	190.33	164.67	137.67	194.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_3	2479.43	2779.57	3084.0	2779.14	2309.43	1932.14	2642.86	2821.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_30	1391.0	1272.0	1796.0	1486.0	1316.0	1427.0	1362.0	1755.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_36	6.43	0.0	10.43	0.0	10.0	12.86	7.86	8.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_37	121.67	109.5	97.5	129.33	122.17	122.83	131.67	94.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_41	239.0	160.5	263.0	326.0	171.0	165.0	200.25	303.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_45	21.5	16.0	30.0	28.25	17.0	21.5	17.25	31.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_49	63.0	58.0	56.0	70.5	64.5	63.5	48.5	53.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_54	65.6	0.0	0.0	37.4	0.0	41.0	61.6	55.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_55	10.4	13.2	12.4	0.0	12.8	9.8	8.0	9.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_57	59.43	78.57	82.29	79.71	65.71	53.43	79.43	73.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_65	100.33	115.67	91.0	80.33	105.0	94.67	91.67	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_69	18.0	24.4	20.6	17.2	19.0	12.8	17.0	25.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_70	31.83	25.83	24.5	34.83	32.67	29.67	30.33	23.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_72	0.0	0.0	0.0	0.0	0.0	4.83	6.33	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_74	0.0	77.43	70.86	0.0	59.0	55.57	65.57	70.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_75	11.6	9.8	9.6	7.6	6.8	11.4	7.8	10.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_83	35.17	30.17	28.0	35.0	37.17	35.5	40.17	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_87	36.5	43.0	40.5	36.75	32.75	48.25	37.0	42.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_88	0.0	17.25	0.0	0.0	0.0	14.75	15.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_9	159.29	145.14	133.29	156.0	388.14	126.71	196.14	115.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_95	14.2	15.8	13.8	10.2	8.2	4.4	8.6	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp1_98	0.0	9.57	15.29	0.0	9.43	6.86	10.0	11.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9370.33	9020.67	6266.0	4793.67	10999.33	8104.33	7847.0	6514.67	7976.0	9996.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	180.2	76.4	166.8	79.0	118.4	59.4	146.4	64.0	50.6	79.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.86	0.0	20.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.75	0.0	0.0	63.5	0.0	40.75	41.25	0.0	32.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.86	0.0	0.0	7.57	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.29	0.0	0.0	0.0	0.0	7.86	10.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2	15.0	31.0	5.8	10.6	15.4	16.8	7.2	5.6	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.4	18.6	0.0	0.0	0.0	0.0	0.0	23.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	299.14	204.86	733.29	141.43	696.14	174.86	128.0	88.57	161.57	127.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.83	5.83	2.83	0.0	6.33	0.0	4.83	0.0	5.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	547.0	273.71	315.43	1071.57	420.43	624.57	591.86	517.86	637.43	662.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	254.29	130.71	130.57	520.43	203.0	312.29	290.57	243.43	300.43	311.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	298.0	141.14	168.43	542.71	223.0	326.14	308.29	283.29	342.0	349.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2825.0	1140.0	1035.0	1498.0	854.0	1453.0	1615.0	1867.0	1431.0	2232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.0	209.0	146.33	116.67	261.67	196.0	186.33	146.0	190.33	262.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.14	0.0	6.0	8.71	0.0	10.71	0.0	8.14	0.0	13.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.33	52.33	23.0	101.0	43.67	42.0	45.0	32.33	46.67	59.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57	0.0	0.0	0.0	4.29	5.14	0.0	5.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.67	127.83	263.5	130.67	148.17	212.0	309.17	102.5	140.17	82.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43	3.43	3.71	4.86	6.57	4.86	2.29	2.29	6.29	2.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280.57	661.43	386.14	914.0	501.86	662.29	527.86	515.29	579.86	224.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.25	48.0	44.25	23.25	22.0	17.75	21.25	23.25	18.75	26.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.29	17.57	0.0	27.71	0.0	16.43	12.57	12.57	12.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2298.0	875.0	826.0	1407.0	654.0	1269.0	1392.0	1385.0	1144.0	1776.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29	2.86	2.57	0.0	0.0	3.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.14	10.71	24.0	13.0	16.43	14.14	14.71	17.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.75	0.0	368.5	111.5	314.75	308.25	371.5	298.25	300.75	400.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	28.6	64.2	15.4	28.6	16.0	28.6	29.0	16.0	27.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1653.29	4003.71	2399.0	5728.71	2884.14	3946.71	3165.43	3216.71	3527.86	1404.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	29.83	67.83	34.33	33.33	49.33	72.33	27.5	29.33	15.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	123.6	71.4	39.2	39.0	27.6	48.0	66.6	88.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	109.57	64.43	150.43	72.43	99.57	79.86	81.86	95.86	32.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	629.75	1018.75	230.75	947.0	457.25	571.25	778.25	525.0	524.75	498.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.29	109.43	62.86	147.43	70.29	102.29	83.0	83.43	90.86	39.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.2	15.6	0.0	0.0	13.8	13.8	24.2	14.0	8.2	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.6	0.0	11.2	10.6	0.0	6.2	3.8	5.4	5.6	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.14	9.71	9.57	41.57	16.86	26.43	22.43	17.29	24.57	25.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.5	54.0	92.5	50.5	48.0	45.0	57.5	35.5	47.0	47.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1532.0	640.5	1085.5	2977.75	1603.0	1649.75	1731.5	1410.0	1794.5	2042.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.5	30.67	83.83	37.83	36.5	51.0	85.0	25.5	36.33	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.57	0.0	0.0	39.71	13.43	21.0	21.14	17.43	23.14	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.0	139.33	65.33	203.0	104.67	105.33	117.67	71.0	102.0	126.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.29	8.0	0.0	27.29	11.86	14.57	16.57	14.57	18.71	20.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	734.57	385.86	394.71	1485.14	574.29	858.43	779.71	695.29	878.86	880.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.25	0.0	99.5	0.0	81.25	85.25	111.25	94.5	89.25	111.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp2_96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.43	8.43	0.0	30.14	9.86	17.0	15.14	14.14	13.57	16.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp3_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5025.33	5885.33	7059.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp3_11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1572.75	1563.0	1992.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp3_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	426.0	743.0	765.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp3_121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp3_13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.14	210.43	197.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.94	ASVp3_145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
